feature,importance
kural,0.16758171892058193
geçici madde,0.16721698818001762
53,0.16715285132029045
fiil,0.16599854332142172
2020,0.16474815865409198
toplu iş,0.164674521554673
işten,0.1644451408775467
vermiştir belgelerinin,0.16391070123437146
şveren,0.16388222411781506
açılmıştır,0.16351055000887005
düzeltme istemi,0.16339027031580677
bilim,0.16312678389845914
ifadesinin,0.16286805002815363
verilen kararın,0.16285299656001762
dayanışma,0.16281685871140184
yüzde,0.16215902309359542
süreç,0.16199226740116224
bankaya,0.16198009531557744
mektup faks,0.16135818540621472
ilkesine,0.1599162999123589
faizi,0.15876307926792954
manevi tazminatın,0.15810007516064317
subay,0.15691953451312202
2018,0.15642188184713035
müştekinin,0.15624357013198953
stanbul anadolu,0.15622856668192675
yazılı şekilde,0.15572928557162058
içinde cevap,0.15559154449908696
hizmet kusuru,0.15558698421054196
davanın reddine,0.15524259416409958
yazdığı,0.15511594903835757
olmayan,0.15468555772736448
beyanlarına,0.15415808261830577
idarenin,0.1538844519092466
birleşik,0.15364090496789196
gönderilmesine vermiştir,0.153538330074376
sözleşme maddesi,0.15276913484354715
bomba,0.15164541362430128
ifadeler,0.15150527698187588
manevi,0.15138398430946953
etmişlerdir,0.15099586256414987
atma,0.15087308067326077
95,0.15084446501581006
fazlaya,0.15080295312957048
geri bırakılmasına,0.15043796072420967
sözleşmenin,0.1502123481018831
verilmesine,0.14984285659213192
millî savunma,0.14962123846925302
sözleşmeli,0.14934749597961705
toplu,0.14911794304568993
dilekçesinde,0.1490178867037102
olup olmadığı,0.14880573663928054
hüküm,0.14862337818457583
maaş,0.14820305941124268
düşürücü,0.1479980056553707
dolaylı,0.14742218147160457
kuvvetleri komutanlığı,0.14706103737348464
yönünden,0.1469144371262745
sahil,0.14609936884710706
kullandığını,0.14609855785698755
edilerek,0.14568497244388823
hakkı,0.145610494665962
dilekçesi,0.14538166484324222
ertelenmesine,0.14510202979053943
mahkemelerce,0.14455115530421203
şüphe,0.14414676172661522
düzeltme talebi,0.14334500856768706
hal kapsamında,0.14293340346221406
tam,0.14235615273349556
reddetmiştir kararın,0.1412032151545084
herkesin,0.14117634034477966
kıdem,0.1408938300963527
stinaf,0.14033767703502775
yalnızca,0.1393725138773938
sırasıyla,0.1392139718465888
kitap,0.1382326420100526
katılmak,0.13735891259405797
koşullara,0.13705536521368522
hava,0.1369417603370806
uzak,0.13685209840373602
incelemesi,0.13666691422229071
konu olayda,0.1366365919229935
emsal,0.13650176536422798
katma,0.13623922345143313
alır,0.13545228627361716
suçlarını,0.1354279094487918
üye olmak,0.13470636076840137
sürede yargılama,0.13445333222751898
gönderilen,0.13427256408792765
ortamda,0.13412340997168393
sahibi,0.13368279296599006
davalı idarenin,0.13320779648035952
dosya,0.13236449316421783
davalılar,0.13137256442654532
hükümleri uygulanır,0.1305378126114718
kararda,0.1304895141664142
yargıtay,0.13027077550780408
kararın gerekçesi,0.13022829553579918
13 2012,0.12871500355454302
cra,0.1286573863127778
hakka,0.12838988525831319
sorunu,0.1283263564286159
husumet,0.12796682472612808
kararlarında,0.12791121873506128
mutlak,0.1267971479768235
başvuruculara,0.12652951175112293
tl manevi,0.12607107106196658
taşınmazı,0.12597782180553985
gerektiğini,0.12477588424656716
geçirdiği,0.1237573550048694
faks,0.12366444758053419
hal,0.12337076935171964
müdahalede,0.1228819074999663
mesleki,0.12075108008941093
stanbul bölge,0.12062575847896717
taraf,0.12029745091125044
kısmı,0.11956094609663648
na,0.11940478732916837
başvurmuştur,0.119205109458278
içinde,0.1191911551290179
savunmasının,0.11909340493932952
aranan,0.11899201889567834
personele,0.11864402688015474
kredi,0.11841645278919444
gösterilerek,0.11756896528933503
15 2018,0.1175202594414042
olmalıdır,0.11748502508421055
diğer,0.1174552449836952
zararın,0.11740898262083288
kararın gerekçesinde,0.11650690826787269
istediği,0.1163815323323476
ederek,0.1159338425859886
açmıştır,0.1157040236318041
24 2018,0.114478182044639
mümkün olmadığı,0.11435142878263527
belediye,0.11434978480515579
sonucunu,0.11391477514694692
tarih,0.11386677352469388
ödenir,0.1132966779954998
haklarında,0.11327582089276866
67,0.11306387151835295
bulunmadığı gerekçesiyle,0.11283962646713519
teşkil eden,0.11223794931794906
kurulunca,0.11180426085716633
usulü,0.11164590944249753
yazılan,0.11143595643926574
1602,0.11130947916820588
çerçevede,0.1111259082614442
aşamasında,0.11097483865054247
etmediğini,0.11061961129743736
kararnamenin,0.11055565355654728
hakaret,0.11048994268140166
değişiklik,0.11005830290810259
demokratik,0.10991698134423089
davanın reddi,0.10971645736741031
yargıtay dairesince,0.109420686636577
davaları,0.10902138835729147
tutanakta,0.10899676435494499
durumunun,0.10882637092167968
imkân,0.10784719602877679
kabulü,0.10734249647119931
istemiyle,0.10651988521987388
eklenen,0.10651151476583465
vekalet,0.10633669922292732
başlıklı kısmı,0.10627025555018044
anlamında,0.10607056771723578
mahkeme kararının,0.10605211686665506
çalışanların,0.10579427551288845
ilgisi,0.10563525853033973
hakkın,0.1055881985450089
borç,0.1049684908928814
sayın,0.1049341565222015
hizmetin,0.10490390395827198
nun maddesi,0.10440059412655955
katılarak,0.10388342603947542
mahkemesinin,0.10376438073636773
öğrenim,0.10368955193238527
duruşmanın,0.10317535006900158
sonuç,0.10219432908388093
belirsiz,0.10199426892299712
verildiğini,0.10193936191476993
baş,0.10188855242127914
nitelik,0.1016885226903419
yapmakta iken,0.1016728260420443
gerçek tüzel,0.10161769792409281
tarafların,0.10138087150804687
kalmıştır,0.10095779500160162
hakkına,0.10045896330193216
işlemlere,0.10042240196967889
kaybı,0.10014379941201845
gözaltına alınmış,0.10001495327352572
iptali talebiyle,0.09999870833979507
1992,0.0995752908005727
konusu işlemin,0.09941135637757981
kararla,0.09848196007618348
toplantıya,0.09821037104711472
mart,0.09797443161571451
kuruluşları,0.09775616853725033
kusuru,0.09724260529671547
başkalarının,0.0968918120966098
vergisi,0.09648114111878137
46,0.096465209652429
dare dari,0.09639419051001141
sahtecilik,0.09597191047355658
55,0.09445088500874554
sosyal medya,0.09442219110058936
m²,0.09368614076793236
parasal,0.09347943068327957
olaylarının,0.09334555844778336
istek,0.09322275879727115
şahsa,0.09268109612582975
cm lik,0.09259100375521534
idari yargı,0.09254972594932553
kamu,0.09240434018629351
bina,0.09209030549424035
müzekkere,0.09185466751845617
disiplin,0.09171380981454202
onuncu dairesinin,0.09165053105981613
yürüyüş,0.09111142413033235
karşı istinaf,0.08954504847566369
2577,0.0892070785224437
somut olayda,0.08876768829071047
ekinde,0.08862422719050933
ilk derece,0.0885259469086801
celsede,0.08848682235145233
taraflar,0.08844170042411648
gerektiğini belirtmiştir,0.08788433315659994
ara,0.08772028257041065
yasaya uygun,0.08767093914498325
brahim,0.08744950149528208
unsurları,0.08703702674500668
anadolu,0.08691898632663708
memurları,0.08677499148295276
ayrımcılık,0.08669349798410231
hükmünde kararnamenin,0.08664705904454983
genel kurulunun,0.08639237190522309
müsadere,0.0857672617893872
tazminatın,0.08564205865629404
dari dairesi,0.08554012127532573
oranının,0.08518391614288667
gereğince,0.08480037959506426
1984,0.08457721077489566
tazminatı,0.08454478212897953
istinaf yoluna,0.08446219867896687
lik,0.0833531658688127
özgür,0.08293592236596936
tl maddi,0.08283412191505768
bozulması,0.08260526490574449
esasa,0.08256596427204599
eklenen geçici,0.08240945085384865
belgesi,0.08219330041648831
gözetildiğinde,0.08205319606377337
hm sözleşme,0.08192476585076847
dayanak,0.08188156829549698
bendinin,0.0818423604348002
asliye vasıtasıyla,0.08173305763327399
mülga un,0.08170766668548524
yılları,0.08158043387624758
2018 kararıyla,0.0808768205333461
miktarın,0.08028927688141785
kurmak,0.08001418255270387
gönderilmiştir bakanlık,0.07994147963097298
katı,0.07875713639795201
olduğuna,0.07828185154845801
sorumluluğunun,0.07821204080275024
müdürlük,0.07818156040008262
tıbbi müdahale,0.0781105116715537
hakkı kenar,0.0773492531557789
geçmiş,0.07718844980220219
listede,0.07703100982464761
vermiştir kararda,0.07675226592305506
süresinin,0.07674079636410802
hukukun,0.07662699858903821
düzenli,0.07583629088203914
yargılamanın makul,0.07581333540396251
17 2004,0.07553191140887883
ilişki,0.07546669672528061
kamulaştırmasız el,0.07500682880690235
infaz kurumu,0.07484926646592882
iptal edilmesi,0.07480502343553042
onama,0.07418037610179162
tahsis,0.07401535384273394
olması durumunda,0.07380309148697428
ilamının,0.07353248887634756
maddelerine,0.07309490810495411
bırakılmasına,0.07295999912723694
başlar,0.07255467712780295
asliye mahkemesine,0.07243679213556042
işlediği,0.07222644176485815
malın,0.07192006655914973
saygı,0.07145238144948785
91,0.07105073029938147
olmasını,0.07099230135501777
esaslara,0.07077269810849174
kamu yararına,0.07071722924008128
kurulmuştur,0.07005604524997544
hukuku,0.0700454547551086
görevine,0.06987142672048385
kamu görevlisi,0.06965767639497678
niteliğinde,0.06959637025674681
yapılmasının,0.06945857977270364
itirazlarının,0.06932162087660743
verilmesinin,0.06917949474208562
imkânı,0.06885601854517098
disiplin soruşturması,0.06872273530131245
resmî,0.06854777410520185
ilamıyla,0.06852401322160873
dayanağı,0.06844167909151366
lgili,0.06811406113796359
işaret,0.06807249364274703
kişisel,0.06805017229580557
belirli,0.06740234186129612
kamulaştırmasız,0.06696856322122713
yılları arasında,0.06689945306565726
edici,0.06683902865364111
olur,0.06676558642623398
zararların,0.0666891642406604
eyleme,0.06668629285651484
arası,0.0666270917877192
icra takibi,0.06610170468823817
bilirkişi incelemesi,0.0655994610328765
bulunmadığı belirtilmiştir,0.06551237875577343
ahmet,0.06548530533541097
zor,0.06540644785052052
devletlerin,0.065130464077221
niteliğindeki,0.06504567988917032
davaya,0.06503169406262899
dayalı,0.06501881612938654
27,0.06501846799604838
belgede sahtecilik,0.0648852393135897
dayandığı,0.06487333066016276
alım,0.06469158769478511
gerekçeyle,0.06463379297161786
ihale,0.06442548589303065
başvuruculardan,0.06420784709997562
58,0.06403391413275372
giderilmesi,0.06392551890467857
4721 türk,0.0637647658237217
yardımından,0.06339911823204503
olduğunu belirtmiştir,0.06336954146368257
tazmin,0.0632533508315376
segbi,0.06274779622657078
konulan,0.06256254060344446
kırıkkale,0.06203656998385476
yargılama sırasında,0.061741773294572866
sorumluluk,0.061476798878564054
düzeninin,0.061428675941789024
oluşturulan,0.061311378073073186
43,0.06083002079364341
değer,0.06079840640435563
yararı,0.06019568085082305
bulunarak,0.06018413528843247
yöndeki,0.060149007882129624
yönetim kurulu,0.05968705340207947
gözönünde,0.05956098796607279
usul,0.059467938368038986
maddi,0.05913052455215606
bozmuştur,0.05903199128539782
gerekçe,0.05869429247259106
tasarruf,0.05846888546661333
nfaz hâkimliği,0.05834646593522663
sonucuna varılmıştır,0.058301048026809354
yürürlüğe,0.05815128842397943
oranında,0.05807697328378403
şti,0.05779228971177375
gerekmektedir,0.057685463381567104
sigorta,0.05754821570570101
bankası,0.05724606150500833
birinci,0.05721779569171126
olduğunu etmiştir,0.05714630505859475
gazete yayımlanan,0.05707019660936652
ibaret,0.05699669381701433
barış,0.056861130613169664
türk silahlı,0.05684562544436389
genelkurmay,0.056828261722280615
anlaşıldığından,0.05666036988141343
içeriğine,0.056533972862398585
herkes,0.05614711223156377
çalışması,0.055952765992165254
25 2017,0.05572388266713091
odasına,0.05567672872229146
numaralı fıkrasında,0.05523738695232616
davacıların,0.05510274830881734
süreli,0.0546498319960822
kaydı,0.05449299585755085
darenin,0.0544651201332762
altına,0.05430798169316553
istinaf,0.05422182495097516
hakkına sahiptir,0.054053486517135596
edilmiş,0.05382481559692476
süresinde,0.05365389254233932
kurulması,0.052907419752518337
tesis,0.05277719947685622
açıklanmasının geri,0.05208118035619691
konusu,0.05151461282696168
yazılmış,0.05149942060246815
açığa,0.05144001162412337
yapıldığının,0.05118972776313413
yararlanma,0.05083937327674448
kurumlarında,0.050577036050928115
verilmesi,0.050284408792797386
belirtilen,0.05010383037150845
çelik,0.05002349794241567
genel kurul,0.04990797297668692
yılmaz,0.04988494071949745
dosyaya,0.049762295644448784
20,0.049718107312274995
tedbirler,0.04920791469650787
diğer yandan,0.04897678665758143
açıklanmasının,0.04891458552637218
sahiptir,0.048825006041653296
olanak,0.04854539330370322
yargılandığı,0.04831116434580274
yasak,0.04814804009486551
nitelikteki,0.04767103960399588
18 2018,0.04762081714993016
örgüte üye,0.047214862876673536
iade,0.04719481674893533
uygulanacak,0.04663952946599359
resen,0.04652179481157681
haberleşme,0.04628990776019393
doğan,0.04602166227026849
başkaca,0.046013085366453765
cezasını gerektiren,0.04599859901405523
katılması,0.04543184623411811
konusu taşınmazın,0.04542435382548682
hükmetmiştir,0.04527461987489012
uluslararası avrupa,0.045130957387556236
düzeltme,0.04497907769299303
itibaren yıl,0.044759326234377284
meşru,0.04451145042543203
iddianamesi,0.04439509525850305
yükümlülükleri,0.044363227752079126
özgürlüğünün,0.04284045820828375
edeceği,0.04236410075028019
gösterilen,0.04205847120887185
bedelinin,0.041771724519812814
dayanılarak,0.04175132346280286
işlerde,0.04142289804985033
alınan,0.04126702735260501
olsa bile,0.041188611133240016
hükmün açıklanmasının,0.04091058360052102
sebep,0.040495428946819345
özel,0.04030001759198587
onanmıştır,0.04013008312455657
teminat,0.03955752181311745
anayasa ya,0.038727038769801325
bakırköy,0.03870513282277521
banka,0.03869036811926385
öngörülen,0.03857502751749031
memurunun,0.038091126480621185
mahkemelerin,0.03806852999260357
72,0.03806339591034913
hizmetlerinin,0.03803588081704845
üzerinden,0.03801359676949545
belirtilerek,0.03797998320020213
hisse,0.037667668285118694
anlamda,0.037517910486279504
kamu yararı,0.03736796744922266
davacılar,0.03702315961911573
alacağın,0.03699099240227888
işlemin,0.036773705695933856
kurula,0.03676055008734913
çişleri bakanlığı,0.03669641294795767
tanığın,0.03665495081819081
alacağı,0.03643122621072159
derecede,0.03627961948876468
keyfî,0.03562710469131325
kimseye,0.03562312758374375
olmaksızın,0.034777693210164884
telefonla,0.03468917747815681
zorunluluk,0.03431089805493315
fransa,0.034249588278699505
karşı beyanda,0.034230694794418426
dosyasında,0.0341959422158471
toplumsal,0.033945194446596716
olmaları,0.03390283670401928
sözleşme,0.0339021283184211
ihraç,0.032989652481163034
kasten yaralama,0.03294902748347717
şekildedir,0.03261373312777316
uygulanmasının,0.03233788494736345
edilmiştir kinci,0.03219229963298531
hizmetinin,0.03218655042427798
no,0.03194057470940681
çalıştığını,0.03190191664536535
beyanlarını,0.03154520508692826
ukrayna,0.03134032374799567
delillerin,0.031075276173456956
yapmaya,0.030812477029618535
edilmiştir birinci,0.0303408443433959
engel,0.03004414395357191
olsa,0.029733888498475025
zararlarının,0.029712711447825058
ai hs,0.029647870682374844
müdahale,0.029600438113238425
dairenin,0.02956190142027104
dhkp,0.029052104714345717
çişleri,0.028897570107746517
yetkisini,0.028145110933833095
işlem tesis,0.027992432553944013
iddialarını,0.027721885591043716
personelin,0.027514196760096254
birisi,0.0274142167479976
uygun şekilde,0.027307293223369555
hs,0.027162792055349883
başarılı,0.027133961224258485
önem,0.027075796735516633
kamusal,0.027045248266379218
bildirilmesi,0.02643359519120203
karşı açılan,0.02631046611383603
yargılanma edildiğine,0.026304444928140214
sunulmasına engel,0.025932581860235615
2009,0.025866773715637947
belgelerin,0.02562150847956346
sunulmasına,0.025542813547126286
ilâ,0.02544880867718824
başvurucuya ait,0.025020940735997144
17,0.024960413768320144
dünya,0.02486325434041703
hükmünde kararname,0.024138955410046847
yapılmadan,0.02387269522792579
yerine getirilmesi,0.02354161010497613
belirtildiği,0.023415577713539193
alınmış,0.023335221676962448
komisyona sunulmasına,0.023211532487778186
gata,0.023075708274895135
görülmediği,0.023021595083992707
alınıp,0.023021155729447074
13 2016,0.022797844390476385
durumlarda,0.022780329286550938
dikkat,0.022745079882529495
süre içerisinde,0.022623451885888102
takdir,0.022462895720234854
29,0.021875123405983743
tazminat talebinin,0.02167840262128351
tutanağı nda,0.02132462576264693
sair,0.021064657574138224
ticaret,0.021017611320905516
1991,0.020739200620257137
yerlerde,0.02047941634734407
aracılığı,0.020152234132456925
ileri sürerek,0.02014815483904364
kesin vermiştir,0.02003062264455835
sürerek,0.019912538229114318
usulüne uygun,0.01968821336120463
gerekse,0.019176413881487164
ikinci fıkrası,0.01905639312365537
bulunmadığı tespit,0.01891018557777535
satın,0.018433702655388018
nitekim,0.018120220329588932
borçlar kanunu,0.017911718724768377
ai hm,0.0178619686986643
uygulanan,0.01783367389015922
hm,0.017820753951331092
yükümlülüğü,0.01776971901555413
ai,0.017758747249100537
tespitler,0.017578611506065656
yasaya,0.016071886668566293
müdürlüğünce,0.01588624340986655
türk medeni,0.01586678781600881
sonucuna,0.015771679625087742
babasının,0.015037739692724372
devleti,0.014477980781101962
tesis edilen,0.014405360727812067
itibarla,0.014381833622966411
sayılır,0.014296842865654469
kararına konu,0.0139795562119307
bulgaristan,0.013802093992760334
cezası verilir,0.013797903649347631
medeni kanunu,0.013764360925122787
bulunmadığının,0.013647944304825188
kararlarıyla,0.01346099210172369
gerekirken,0.013224917408431125
içerikli,0.013151219386678292
2004,0.013031754924198502
ücret,0.012830212880231784
belirterek,0.012525463252679003
usulü kanunu,0.012343195944197305
verilmemesi,0.012300057323590963
birine,0.012152764864003629
21 2017,0.012061213402796866
dijital,0.011995030757560698
bakanlığınca,0.01192538665795162
22,0.011678045480678634
kanunu,0.011632648297025483
kapsamında bazı,0.011285226519511582
kuvvetleri,0.011280538053103584
zorunludur,0.01026193505540185
gruba,0.010257562210671978
gerçekleştiren,0.009952606194849167
sol,0.0097455303339391
talebini,0.00954488018687627
zımnen,0.009338184449479314
iptal,0.00924978967005341
havale,0.00910532338596326
eylem,0.009091827159661392
danıştay onuncu,0.008888084401823093
danıştay onbeşinci,0.008714562160418993
etmiştir mahkeme,0.008581872355678755
olabileceğini,0.00853014309082134
ilişkisi,0.00827544658320889
tutarında,0.008124169406254822
sunmuştur,0.008090935470894678
köyü,0.007998677208389537
sonuna,0.007929363468759831
bulunmadığı sonucuna,0.007390762222510006
37,0.007174155827707196
faizi birlikte,0.007149713923036316
davacı,0.007062868377647469
ada parsel,0.00701632043658762
tarihinden itibaren,0.006915031291833351
onbeşinci,0.006884717406725471
tehlikeye,0.006441901861306221
yasayla,0.006384326781745386
başvurusunda,0.006253116717592988
ileri,0.005949515253456106
eşi,0.005909019913769242
ışığında,0.00569390859031671
48,0.005564481544839239
kararname,0.005544939642671665
onanmıştır düzeltme,0.005491570406046975
1993,0.005192730133950718
sosyal,0.005153656443810384
muhtemel,0.004839773234458278
doğan zararların,0.0042622034669470565
altmış,0.004201955678661662
borçlar,0.0038018125981125195
uğradığı,0.0037587990060306
kendisine ait,0.0036769732200472305
sahibinin,0.0036477358665685244
bunun,0.003612902970768772
yapılmasına dosyanın,0.003597225314237562
değerlendirmesi,0.003393306384026573
sonucu,0.0031066894106155374
dare mahkemesince,0.00294238775933664
cevap,0.0028539322545295676
bağ,0.0028343459973463325
19,0.002697143898708454
işlemleri,0.0026519134794469323
konseyi,0.002411970608195091
yükümlü,0.0023694848779225453
başvuranın,0.00226745477578838
madde görevli,0.0020695268086079466
protesto etmek,0.0020009589260343574
çocukları,0.0013695862438325435
kat,0.0011454748504071688
gönderilmesi,0.0011389547969571368
hükme esas,0.00111212556636886
edilmemiştir,0.0009432089056158333
verecek,0.00042854258326840977
ses görüntü,0.0003402974387061164
taşıdığı,0.000169404224921621
hakkı kapsamında,-2.046490138418733e-05
yanlış,-5.15228687429925e-05
sağlıklı,-0.00027363311048489436
30,-0.00029391698321035165
ismi,-0.0005534126352930713
hakların,-0.0013197268028619646
2015 başvurunun,-0.001491684607980659
mülga,-0.0015995984374654881
olağan,-0.001654515202755391
edilmiştir başvurucular,-0.0016805155903902858
sağlayacak,-0.0019147286607594793
iptali,-0.0028018345097384767
caddesi,-0.002833580493476262
kamulaştırma,-0.0029918246991345043
gerekçesinde,-0.002992163529459191
belgede,-0.003103589434248377
cezalandırılmasına,-0.0031703617998113387
etkisi,-0.0032940590851584517
katılan,-0.003311575812642076
düzenlemek,-0.003708011383046994
22 2018,-0.0038900233814267438
olmadığı gerekçesiyle,-0.003944919975213068
durum,-0.0039553511541825515
dahil,-0.0043455610215357154
değerinin,-0.004522100404114937
açılabilir,-0.004637506143167158
kararların,-0.00468763408228412
maddi 000,-0.00477174797457991
şeref,-0.005205219567073982
gaz,-0.005282757839246699
yürüttüğü,-0.005556117115355974
karşı beyanlarını,-0.005816432981443853
faaliyette,-0.00583818469415931
alınacak,-0.006156720154798734
1086,-0.006551591134090984
kararında,-0.00655921807330806
temel,-0.006627031783629889
çıkarılan,-0.006672558826375408
faiziyle birlikte,-0.006991402113849077
olmayıp,-0.007269978994754567
iptali istemiyle,-0.0073051765887672815
fiilin,-0.008089756530145209
düzenlemenin,-0.008255745288245464
başvurusunu,-0.008257073888948696
aldığını,-0.00829893848961838
bakanlık görüşüne,-0.008311358380598932
bakan,-0.008417071069045434
sınırları içinde,-0.008433361426506636
onuncu,-0.008478037920308878
yürütülen,-0.00861134599270752
açma,-0.00872626005839372
çıkarılmıştır,-0.008780445665880876
000 tl,-0.008957219182907039
dairesinde,-0.008961406413492412
olağanüstü,-0.009044626631883546
edebilir,-0.009223953443436628
anayasal düzene,-0.0092990762880234
önlemek,-0.009407019664633864
sözleşmesi,-0.009508766433091509
paranın,-0.009665371640673825
kanunu nun,-0.009766010137105319
uyuşmazlık konusu,-0.009798794589116255
ltd şti,-0.009862987605359308
fade,-0.009989013537632374
ileri sürdüğü,-0.01003301287763314
şikâyet,-0.010041406662056218
her zaman,-0.01013125572872653
şikâyetlerin,-0.010341284985091903
isabet,-0.01039646105358294
her türlü,-0.010441489873025844
görevsizlik,-0.010472168665190296
çıkması,-0.01049992906835584
tipi kapalı,-0.010904466032837234
hukuki,-0.011052475216262181
tanıkların,-0.011200664081588485
türkiye no,-0.011539101646251382
idareye,-0.01162709462766287
devletler,-0.011690944154524985
elverişli,-0.012557982030282133
örgütle,-0.012759534387567939
değerlendirmede,-0.013010959273538347
eder,-0.01345053147623787
sahip,-0.01388747769777332
yönetmeliği,-0.014016689320527576
dari yargılama,-0.01408242539734772
yaşadığı,-0.014240186325739757
kişilerle,-0.014425380441842606
düzene,-0.014473001816387665
genel müdürlüğünün,-0.014618663804920828
günlü,-0.014877262101613553
alkol,-0.01497169766793327
nitelikte,-0.01499273752060759
ulaşmıştır,-0.015359081284996634
eskişehir,-0.015452186163852133
olabilecek,-0.015671316107535915
değişikliği,-0.016019348768388397
yıllarında,-0.016134612033448903
2010,-0.016321544618671524
açılan davanın,-0.016487348120078238
fıkrasına,-0.016669572731792925
54,-0.017235930007302613
tüzel,-0.017369334014233573
hususu,-0.01767185644224689
hakları sözleşmesi,-0.01778726914165496
yönetmelik in,-0.018088511896008796
alt,-0.01812049712379782
silahlı kuvvetleri,-0.018168210874579316
yerleşik,-0.018305811927866955
idari işlem,-0.0185499929151014
5233 terörle,-0.018776974181905715
vasıtasıyla yapılmıştır,-0.01940735566550522
değil,-0.01942922773338651
ilkelerine,-0.019518569533357066
varılmıştır,-0.019746057813268436
hususunun,-0.01979797226870339
verdiği,-0.02020440888329933
edilecek,-0.020480094077537814
içeriğinde,-0.02066789007491998
protesto,-0.021024196211039126
dernek,-0.021138239940052372
zararların karşılanması,-0.021247672569531417
hakları ai,-0.021389449428790286
mahkemesince,-0.02139070801575027
ortaya,-0.021565624407399397
yapıldığını,-0.02181011240721631
hayat,-0.02195225706636883
hakkını,-0.02213953576386274
olmadığını,-0.02238753704734009
kurumu,-0.02249125503749294
orantılı,-0.02254093005830171
nfaz kurumu,-0.022601922416082942
görevlisinin,-0.02315725454005957
ameliyat,-0.023170814370823578
kira,-0.023212350980198693
ekonomik,-0.023410644475875486
1995,-0.02348142191655178
ait,-0.023729660921288698
sonuca,-0.023789207298849036
amacının,-0.024015133755682427
etkili,-0.024111182169388456
şunlardır,-0.024132836762579046
tespiti,-0.024236749203549124
özel aile,-0.0245542109316208
bakılmaksızın,-0.025063770432966592
net,-0.025080470135595334
bulunduğuna,-0.025233146834214182
hukuka uygun,-0.02559386654620255
talebine,-0.025820069251455635
yetki,-0.025828625371469016
insanlık,-0.02586323893903142
eşinin,-0.026336063323572745
işlemin iptaline,-0.0264689341037343
personel,-0.02674166730319527
1996,-0.02715961304334158
işi,-0.02724703637109016
türlü,-0.027288409966123695
takdirde,-0.027316879530069116
ocak,-0.027421319353878815
atk,-0.027460576028950356
1997,-0.027559397549627107
belirtmiştir,-0.027621074133919343
olmamak,-0.027810585378878372
soruşturması,-0.02781786799846575
2012 kararıyla,-0.02785654189222697
daha önceki,-0.0280233499347311
tarih 2011,-0.028067360051180046
istinaf başvurusunun,-0.028202567827754876
66,-0.028220029904778343
beş yıl,-0.028547858704225604
video,-0.02858325589256694
bilgisi,-0.028668809035833576
sitesinde,-0.028825928245815646
fıkraları,-0.028882146961821675
beraatine,-0.028949401329942503
yılında,-0.029140008094271863
bulunmayan,-0.029146529880147654
suçunu,-0.029546074096131747
oluşturan,-0.029794067137064673
ödenen,-0.029852798516639467
geçerek,-0.030659737717575908
etmediği,-0.030994136068903444
satış,-0.03119736425213837
doğuran,-0.031481533889962776
ortamında,-0.03153666748453432
müşteki,-0.031651775414715644
hiçbir,-0.03180371992790043
çalışan,-0.03191216671377006
07,-0.03193601530547063
olabileceği,-0.032156234376078174
oluşan,-0.03226035765976043
ödenmesine,-0.032500523353723665
şirket,-0.03252825341986032
teşkil,-0.032533282271483444
13,-0.03282659193157578
amaca,-0.032829806478494206
belirtmiş,-0.03316239683539557
vali,-0.03338309063676448
stanbul dare,-0.0336978597299229
disiplin cezası,-0.03379859907990834
araştırma,-0.03396695588034859
nfaz,-0.033994165123291786
saklı kalmak,-0.03401330262990143
gerekir,-0.03424712362072846
edildiğinin,-0.03429003799054442
soyut,-0.03481357722966294
tayin,-0.03495071532334748
gerekmiştir,-0.03509669069172894
işlemden,-0.03534849771177484
verdiğini,-0.03547629041682043
infaz koruma,-0.035492510776411024
adli yardım,-0.03613823230114477
kayıtlarının,-0.0363037646400155
para cezasının,-0.036348410328637115
kinci komisyonunca,-0.036640378122541506
idarece,-0.03673427706445764
konusu işlemde,-0.03684149125712821
ses,-0.03707765271916941
mümkün,-0.03708222083249346
yaralanma,-0.03734490362353782
ev,-0.037771467906948075
lgili bkz,-0.0378043840865665
olup,-0.037821986933577634
tutum,-0.03831839337551379
gözönüne,-0.038381355530015426
02,-0.0386293260331243
edilmelidir,-0.03886869181589425
olduğunu belirterek,-0.03888891831151042
arkadaşı,-0.038935358679941245
82,-0.0389965406150683
bölüm kinci,-0.03912731430706984
61,-0.039153298599396535
24,-0.0391961982582254
görev yapmakta,-0.0396721853395583
delilin,-0.03967233412920024
yasaya aykırı,-0.039955662229568034
vasıtasıyla,-0.03996980490730273
sözleşme numaralı,-0.04009877957663832
bunların,-0.04056765477013613
işlemde hukuka,-0.040631382234682434
yönde,-0.04093258979364656
reddedilmiştir nihai,-0.04118101085420989
benzer,-0.04125506613721974
başvurucudan,-0.04126553064977578
vardır,-0.04133231070832366
gerektiği,-0.04160135436488854
bahsi geçen,-0.0417371542996392
yunanistan,-0.04188562810175256
nfaz hâkimliğinin,-0.04217896769958074
alındığını,-0.04228267617757098
bahsi,-0.04245428473959301
belirtildiği üzere,-0.04273851464023082
un maddesine,-0.04315141035475101
artık,-0.043159919150605575
un birinci,-0.04320206673633287
miktar,-0.043347498763925074
basın,-0.04345163060647117
eylemine,-0.043480373134311634
sonucuna varmıştır,-0.04353935599351466
atıf,-0.043575391356215576
yönetici,-0.043594685895071095
kurulan,-0.04364492434759981
basın yayın,-0.043652779246086126
000,-0.04398436579726539
yönetimi,-0.04423330406378945
kararın usul,-0.044552939936638225
